latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.56766,-7.5836487,23.0,0,GMT,GMT

time,temperature_2m_mean (°C),precipitation_sum (mm),et0_fao_evapotranspiration (mm),soil_moisture_0_to_100cm_mean (m³/m³),soil_moisture_0_to_7cm_mean (m³/m³)
1991-04-07,15.9,0.00,4.12,0.250,0.246
1991-04-08,17.2,0.60,3.96,0.248,0.238
1991-04-09,16.5,0.00,3.71,0.246,0.230
1991-04-10,17.5,0.00,4.20,0.243,0.223
1991-04-11,18.7,0.00,4.41,0.242,0.215
1991-04-12,17.0,0.00,4.28,0.239,0.208
1991-04-13,15.1,0.00,3.00,0.238,0.203
1991-04-14,14.0,0.10,3.28,0.237,0.202
1991-04-15,14.1,2.80,3.21,0.236,0.209
1991-04-16,15.5,2.10,3.49,0.237,0.227
1991-04-17,15.7,0.60,3.32,0.236,0.231
1991-04-18,15.3,0.50,3.05,0.235,0.231
1991-04-19,15.3,0.20,3.64,0.234,0.227
1991-04-20,15.4,0.00,4.16,0.233,0.219
1991-04-21,15.7,6.20,2.93,0.232,0.218
1991-04-22,16.0,2.30,3.07,0.232,0.234
1991-04-23,16.0,0.90,3.57,0.232,0.238
1991-04-24,15.5,0.80,3.32,0.231,0.237
1991-04-25,14.7,0.00,4.02,0.230,0.231
1991-04-26,14.2,0.00,3.73,0.229,0.220
1991-04-27,14.8,0.00,4.21,0.227,0.210
1991-04-28,15.6,0.00,3.50,0.226,0.202
1991-04-29,17.0,0.00,4.65,0.224,0.194
